sample_id,source_paper,district_region,ward_location,site_name,source_type,latitude,longitude,fluoride_mg_L,pH,EC_uS_cm,TDS_ppm,above_WHO_limit_1_5,above_TZ_limit_4_0,notes,sample_collection_date,year,season,total_season_rain,glim_id,lithology_code,lithology_class,lithology_detail,soil_ph,calcium_extractable,magnesium_extractable,carbon_organic,iron_extractable,distance_to_soil
MB18-002,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Akeri,Sebala A,Spring,-3.35448,36.7728,1.1,,237,130.35,NO,NO,Elevation: 1435m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6116.479872
MB18-003,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Nguruma,Saibala spring,Spring,-3.3528,36.77152,1.3,,233,127.05,NO,NO,Elevation: 1439m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6183.036147
MB18-004,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Duluti,Duluti Lake,Lake,-3.38306,36.7896,3.3,,456,240.9,YES,NO,Elevation: 1273m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3036.209168
MB18-005,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Lita,Lita (Kitchen),Deep well,-3.38379,36.7973,1.4,,344,187.55,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2894.936715
MB18-006,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Lita,Tengeru Spring No 2,Spring,-3.39025,36.8017,1.4,,370,202.95,NO,NO,Elevation: 1221m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2283.087718
MB18-007,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - CDTI DP,Nork Shop,Deep well,-3.38106,36.80235,1.3,,328,178.75,NO,NO,Elevation: 1261m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3282.864202
MB18-008,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Sing'isi,Kwa Soja,Spring,-3.37444,36.79583,1.3,,198,89.1,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3922.98704
MB18-009,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Sing'isi,Kwa Soja,Spring,-3.37444,36.79583,1.2,,180,81,NO,NO,Elevation: 1260m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3922.98704
MB18-010,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Malala,Spring,-3.37124,36.79275,1.2,,173,77.85,NO,NO,Elevation: 1279m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4286.977079
MB18-011,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Gema,Spring,-3.37144,36.79278,1.3,,244,109.8,NO,NO,Elevation: 1281m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4264.646637
MB18-012,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Meru Hospital,Deep well,-3.37017,36.78645,1.2,,287,129.15,NO,NO,Elevation: 1307m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4506.162227
MB18-013,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Tengeru Fathers,Deep well,-3.37424,36.7803,1.2,,402,238,NO,NO,Elevation: 1331m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4286.253082
MB18-014,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Patandi,Tengeru Fathers,Deep well,-3.37434,36.7804,11,,582,316,YES,YES,Elevation: 1333m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4271.707839
MB18-015,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Akheri - Akheri,Lake Duluti (Tengeru),Lake,-3.3825,36.7913,2.6,,472,,YES,NO,Elevation: 1250m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3063.290036
MB18-016,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Kwa Pendaeli,Shallow well,-3.38786,36.94342,22,,1395,1395,YES,YES,"Elevation: 1093m, Well depth: 12m",January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1192.73015
MB18-017,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Ngira (Kwa Ngira),Shallow well,-3.37193,36.93262,2.7,,283,383.5,YES,NO,Elevation: 1143m,January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,6.334,4515.045,612.904,55.13,122.737,621.3239351
MB18-018,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Kisima Cha Iddi,Shallow well,-3.38565,36.93892,22,,1030,1030,YES,YES,"Elevation: 1100m, Well depth: 5m",January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,6.648,3692.915,639.978,40.74,112.06,998.1077154
MB18-019,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani/Sokoni,Shallow well,-3.39826,36.9475,29,,1065,1065,YES,YES,"Elevation: 1072m, Well depth: 10m",January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2413.487611
MB18-020,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani Kwa Lomnyaki,Shallow well,-3.39801,36.94705,30,,1070,1070,YES,YES,"Elevation: 1074m, Well depth: 8m",January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2374.341812
MB18-021,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kikatiti,Mnadani Kwa Lotegerwaki,Shallow well,-3.39789,36.94702,30,,1050,1050,YES,YES,"Elevation: 1074m, Well depth: 8m",January-February 2015,2015,short_dry,65.58820057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2360.633252
MB18-022,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Nasholi,Nasholi Sec School,Shallow well,-3.40425,36.94805,31,,1215,1215,YES,YES,"Elevation: 1055m, Well depth: 9m",January-February 2015,2015,short_dry,60.34963799,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2275.308049
MB18-023,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Nasholi,Mlimani Kwa Dickson,Shallow well,-3.40897,36.94669,8.3,,890,890,YES,YES,"Elevation: 1046m, Well depth: 8m",January-February 2015,2015,short_dry,60.34963799,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2010.852717
MB18-024,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikatiti - Kwa Samaria,Maroroni Pr/School,Deep well,-3.34668,36.97329,11,,1485,742,YES,YES,"Elevation: 984m, Well depth: 150m",January-February 2015,2015,short_dry,79.50583935,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4460.527071
MB18-025,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Lita,Tengeru Spring No 1,Spring,-3.39613,36.80241,1.3,,332,187.55,NO,NO,Elevation: 1231m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1710.556599
MB18-026,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Kikwe,Uduma,Deep well,-3.42883,36.82952,6.5,,970,516.45,YES,YES,"Elevation: 1095m, Well depth: 70m",January-February 2015,2015,short_dry,59.38913441,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1910.868863
MB18-027,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Maweni,Maziwa,Deep well,-3.45815,36.85021,12,,1187,651.2,YES,YES,"Elevation: 1027m, Well depth: 46m",January-February 2015,2015,short_dry,55.06212378,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4852.415418
MB18-028,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Karangai,Mtowi,Deep well,-3.47977,36.86823,2.4,,1001,519.75,YES,NO,"Elevation: 986m, Well depth: 48m",January-February 2015,2015,short_dry,55.06212378,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3226.810369
MB18-029,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Karangai,Miembeni,Deep well,-3.51939,36.88343,1.7,,454,261.25,YES,NO,"Elevation: 956m, Well depth: 60m",January-February 2015,2015,short_dry,57.81669044,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1998.468359
MB18-030,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Kikwe - Kwa Ugoro,Maroroni,Deep well,-3.48542,36.87774,7.3,,1027,513.5,YES,YES,"Elevation: 979m, Well depth: 80m",January-February 2015,2015,short_dry,55.06212378,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2096.913609
MB18-031,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - Malula,Kisima Cha Zefania,Shallow well,-3.37256,37.01865,0.89,,202,202.5,NO,NO,"Elevation: 940m, Well depth: 15m",January-February 2015,2015,short_dry,55.75791502,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8550.590885
MB18-032,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - Malulu,Kisima Cha John Swai,Shallow well,-3.3713,37.01929,18,,709,709,YES,YES,"Elevation: 940m, Well depth: 12m",January-February 2015,2015,short_dry,55.75791502,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8631.17059
MB18-033,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Shoroyandeke,Spring,-3.27967,36.98704,15,,1095,1095,YES,YES,Elevation: 1179m,January-February 2015,2015,short_dry,90.99409604,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8541.683217
MB18-034,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Joel Kaaya Kisima,Shallow well,-3.28139,36.98792,32,,1040,1040,YES,YES,"Elevation: 1172m, Well depth: 13m",January-February 2015,2015,short_dry,90.99409604,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8592.924499
MB18-035,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Chemchem Ya Barnaba,Shallow well,-3.28143,36.9855,26,,1075,1075,YES,YES,Elevation: 1165m,January-February 2015,2015,short_dry,90.99409604,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8798.726919
MB18-036,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Kisima Cha Mama Shirima,Shallow well,-3.28218,36.98512,17,,1150,1150,YES,YES,Elevation: 1172m,January-February 2015,2015,short_dry,90.99409604,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8885.00656
MB18-037,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",King'ori - King'ori,Kisima Cha Solomoni,Shallow well,-3.2919,36.98191,7.9,,538,538,YES,YES,"Elevation: 1147m, Well depth: 11m",January-February 2015,2015,short_dry,90.99409604,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,8478.161557
MB18-038,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Kisima Cha Elipokea,Shallow well,-3.25092,36.94123,11,,422,422,YES,YES,"Elevation: 1377m, Well depth: 15m",January-February 2015,2015,short_dry,87.27991843,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10097.77073
MB18-039,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Kwa Ndellilio,Shallow well,-3.25052,36.93947,6,,522,523,YES,YES,Elevation: 1376m,January-February 2015,2015,short_dry,87.27991843,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10061.21123
MB18-040,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Kemishua,Shallow well,-3.23836,36.94794,1.1,,653,653,NO,NO,Elevation: 1376m,January-February 2015,2015,short_dry,90.25005341,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10905.92681
MB18-041,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Sarakikya,Shallow well,-3.23695,36.94965,9.8,,801,801,YES,YES,Elevation: 1371m,January-February 2015,2015,short_dry,90.25005341,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10703.48124
MB18-042,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Mbaaseni,Kwa Barakaeli Ayo,Shallow well,-3.2368,36.95099,17,,1165,1165,YES,YES,"Elevation: 1373m, Well depth: 8m",January-February 2015,2015,short_dry,91.8091979,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10553.43186
MB18-043,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Shistoni,Shistoni Pr/School,Shallow well,-3.23351,36.94954,23,,1070,1070,YES,YES,Elevation: 1373m,January-February 2015,2015,short_dry,90.25005341,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10694.1343
MB18-044,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Shistoni,Nosingili Dam,Dam,-3.23153,36.95277,38,,2170,2170,YES,YES,Elevation: 1354m,January-February 2015,2015,short_dry,91.8091979,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10328.22288
MB18-045,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Lake Tulisia Arusha,Lake,-3.2118,36.9076,,,31400,974.9,UNKNOWN,UNKNOWN,Elevation: 1445m,January-February 2015,2015,short_dry,90.25005341,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13578.17331
MB18-046,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Big Momella Lake,Lake,-3.2098,36.9084,1103.7,,38000,,YES,YES,Elevation: Nonem,January-February 2015,2015,short_dry,90.25005341,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13802.1009
MB18-047,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Leguruki - Leguruki,Small Momella Lake,Lake,-3.22203,36.89155,,,8710,212,UNKNOWN,UNKNOWN,Elevation: Nonem,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,12362.65445
MB18-048,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Imbaseny Peace School,Deep well,-3.36809,36.89621,0.09,,1800,900,NO,NO,"Elevation: 1202m, Well depth: 48m",January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3138.13061
MB18-049,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Sokoni,Shallow well,-3.36556,36.89482,13,,1758,879,YES,YES,"Elevation: 1201m, Well depth: 8.5m",January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2834.773908
MB18-050,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Chemchem,Spring,-3.35382,36.89053,8.2,,1117,558,YES,YES,Elevation: 1225m,January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1745.304156
MB18-051,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Shuleni,Deep well,-3.34401,36.88441,7.6,,1078,539,YES,YES,"Elevation: 1267m, Well depth: 60m",January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1093.625022
MB18-052,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Kwamnegro UCC,Deep well,-3.33719,36.88647,5.4,,1155,577.5,YES,YES,"Elevation: 1213m, Well depth: 70m",January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,7.117,3551.811,582.023,44.78,91.943,790.1840107
MB18-053,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-A,Spring,-3.3451,36.90067,9.8,,874,437,YES,YES,Elevation: 1275m,January-February 2015,2015,short_dry,75.97894096,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1274.287683
MB18-054,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-B,Spring,-3.3478,36.90131,11,,951,475,YES,YES,Elevation: 1264m,January-February 2015,2015,short_dry,75.97894096,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1539.347905
MB18-055,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Imbaseny,Tangini-C,Shallow well,-3.34841,36.90188,11,,993,496.5,YES,YES,"Elevation: 1266m, Well depth: 10m",January-February 2015,2015,short_dry,75.97894096,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1591.448246
MB18-056,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Expresso Tea Arusha NP,River,-3.29911,36.88051,37.5,,,,YES,YES,Elevation: 2270m,January-February 2015,2015,short_dry,82.62471581,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3763.531608
MB18-057,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai River NP,River,-3.29605,36.8793,21.9,,,,YES,YES,Elevation: 921m,January-February 2015,2015,short_dry,82.62471581,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4105.334638
MB18-058,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai River Bridge,River,-3.30298,36.88258,22.8,,,,YES,YES,Elevation: 922m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3341.516262
MB18-059,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Maji ya Chai at village,River,-3.37082,36.89703,18.6,,995,,YES,YES,Elevation: 1185m,January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3415.877525
MB18-060,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Defluoridation Station Tap,River,-3.32488,36.88445,20.2,,,,YES,YES,Elevation: 907m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1001.228666
MB18-061,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maji ya Chai - Maji ya Chai,Colobus Mountain Lodge,River,-3.31562,36.87745,17.1,,,,YES,YES,Elevation: 609m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1967.311919
MB18-062,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Makiba,Mabatini,Deep well,-3.52466,36.95242,3.1,,676,376.2,YES,NO,"Elevation: 925m, Well depth: 50m",January-February 2015,2015,short_dry,57.0954833,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3858.346155
MB18-063,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-A,Deep well,-3.49248,37.02672,4.8,,809,404.5,YES,YES,"Elevation: 892m, Well depth: 28m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,11437.17011
MB18-064,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-B,Deep well,-3.49494,37.02523,4.2,,424,212,YES,YES,"Elevation: 894m, Well depth: 30m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,11383.72676
MB18-065,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Uduma-C,Deep well,-3.4994,37.02731,2.2,,503,251,YES,NO,"Elevation: 896m, Well depth: 70m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,11575.05231
MB18-066,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-A,Deep well,-3.48908,37.02409,1.5,,5530,2765,NO,NO,"Elevation: 891m, Well depth: 36m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,11000.99231
MB18-067,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-B,Deep well,-3.48568,37.01904,11,,5220,2610,YES,YES,"Elevation: 891m, Well depth: 33m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,10328.23784
MB18-068,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Kati-C,Deep well,-3.48299,37.01957,8.5,,4670,2335,YES,YES,"Elevation: 894m, Well depth: 25m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,10248.01268
MB18-069,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Makiba - Majengo-Kati,Rumala,Deep well,-3.47665,37.02162,2.5,,2560,1280,YES,NO,"Elevation: 888m, Well depth: 28m",January-February 2015,2015,short_dry,49.37065935,AFR9215,su,unconsolidated_sediments,sumx__,,,,,,10175.52917
MB18-070,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Maroroni - Kwa Samaria,Kijenge,Deep well,-3.42102,36.95523,20,,2300,1150,YES,YES,"Elevation: 1028m, Well depth: 70m",January-February 2015,2015,short_dry,59.51007748,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3152.662982
MB18-071,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Mbuguni,Amec,Deep well,-3.55142,36.91921,2.7,,387,217.25,YES,NO,"Elevation: 942m, Well depth: 64m",January-February 2015,2015,short_dry,57.47953558,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5116.872469
MB18-072,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Shamima Intake,River,-3.53335,36.91764,3.2,,342,190.85,YES,NO,Elevation: 950m,January-February 2015,2015,short_dry,56.10560179,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3160.796207
MB18-073,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Mnazi Mmoja,Deep well,-3.53692,36.91798,4.8,,538,290.95,YES,YES,"Elevation: 941m, Well depth: 60m",January-February 2015,2015,short_dry,56.10560179,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3541.915623
MB18-074,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kikuletwa,Stemm,Deep well,-3.54288,36.9175,15,,450,252.45,YES,YES,"Elevation: 944m, Well depth: 87m",January-February 2015,2015,short_dry,56.10560179,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4201.927951
MB18-075,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Kambi Ya Tanga Juu,Kazamayo,Deep well,-3.55152,36.90492,2.1,,546,297.55,YES,NO,"Elevation: 946m, Well depth: 58m",January-February 2015,2015,short_dry,57.47953558,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5315.936001
MB18-076,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Shambalai,Bruka Kati,Deep well,-3.56496,36.89828,2.1,,536,295.35,YES,NO,"Elevation: 945m, Well depth: 100m",January-February 2015,2015,short_dry,58.63479257,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6681.093252
MB18-077,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Mbuguni - Shambalai,Tumaini,Deep well,-3.57405,36.91437,1.5,,741,395.45,NO,NO,"Elevation: 938m, Well depth: 50m",January-February 2015,2015,short_dry,57.47953558,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,7669.527556
MB18-078,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 1,Spring,-3.20089,36.84391,5.2,,438,248.05,YES,YES,Elevation: 1497m,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,14894.38296
